34696004.485188;64317.65154;15450.793335;0.089835;0.764738;34996168.964907;65154.09812;4762.121713;0.616047;3.926485;44657.704750;70171.422389;1327.559559
17496277.048991;23031.88328;14653.330289;0.392943;2.652358;41668002.679784;84647.66948;1788.089366;0.688127;3.958177;249167.959335;71294.840237;1596.374337
60628846.225927;148569.5938;93365.681415;0.738814;3.702781;32395629.910962;58028.40372;26997.411219;0.530548;2.156271;432202.454678;144501.658700;1733.963748
59100865.066727;142988.7064;14825.976266;0.365911;1.075611;62229284.296393;154491.0019;38070.007762;0.511315;5.317670;70223.182694;228311.337736;1199.775714
52747269.109061;120562.1405;93145.093002;0.485268;0.907862;58183724.064722;139673.2546;29509.656038;0.509038;2.687494;245486.326214;169132.086797;1139.562071
16277167.973140;20667.08608;2509.717371;0.075001;4.577579;62844814.803605;156788.8435;153949.925590;0.473195;0.558371;174045.294734;87511.875552;1981.630306
76056661.875916;208745.3793;131080.028235;0.174678;1.295017;50297484.840503;112261.3817;82164.996335;0.528550;0.582947;619910.520460;210232.965419;740.318665
34076276.808118;62602.14104;19331.588969;0.048218;5.850483;43225483.412901;89437.73019;27238.804350;0.463341;1.561171;97568.432933;82879.019682;854.600278
23721101.560245;36359.11133;9617.578195;0.096153;4.675076;67373443.124977;174038.0042;60532.227393;0.528322;1.236399;59132.377373;70020.244098;1355.278836
61602814.481747;152163.9636;90742.485430;0.659475;0.370466;19484887.613188;27068.10411;271.801202;0.434113;5.068853;423498.562212;130259.914015;1715.576482
36934430.490656;70641.20368;20543.174901;0.206773;1.055317;56910070.927050;135112.2327;77278.890461;0.065824;2.293067;102357.752078;155305.782928;665.993225
58559863.410878;141029.8562;123498.742697;0.162709;2.625743;25900366.290932;41482.96973;39271.239602;0.604018;1.281919;153943.366026;77482.100298;1555.249443
45946570.369632;98014.56792;79618.125412;0.778975;2.876440;28181729.859205;47082.81838;32023.498607;0.023681;4.857314;3118.645343;111111.311261;1629.658678
75817412.915413;207761.189;140030.171074;0.054738;1.100125;39699120.951039;78719.49803;37701.336787;0.341646;1.769669;45672.900818;71697.732662;893.355894
64698612.629264;163777.1964;75249.995623;0.728856;5.258781;54886658.692293;127970.8841;89379.205442;0.352673;2.357008;446665.081062;231928.613165;1614.881311
59845848.892720;145700.8307;51974.907608;0.708929;5.593415;54114071.307243;125278.4279;48135.886515;0.469545;0.419060;229589.187845;172141.160789;1045.559365
65910779.311754;168401.3817;148426.704615;0.602381;4.029635;33116127.476385;59975.00585;45305.594495;0.271091;2.689664;500101.072925;165134.667477;1088.873711
62229785.835402;154492.8696;135143.853890;0.725120;5.535452;43129615.857106;89140.35628;32789.139155;0.732323;0.216090;4915.682215;191799.616669;1257.580969
14720752.080294;17774.85139;13270.132698;0.292837;0.217373;65594470.173948;167190.5873;63678.940923;0.000650;1.815064;224013.118397;46922.597733;2417.879265
44918849.454149;94744.47992;12750.602097;0.297930;4.430108;74403982.250173;201978.5505;196721.757677;0.374652;2.051400;146893.491291;192930.946201;965.262201
15817467.501028;19797.77603;6916.719498;0.259198;4.671055;54446096.768820;126433.1932;28770.463850;0.216892;4.438235;65788.762044;48182.587431;1971.784701
18008358.913839;24050.39354;20564.396627;0.621725;5.567656;46708997.609190;100464.309;69725.868479;0.533771;5.085798;212784.753557;41899.916971;1532.118265
29336817.511690;50006.96295;28367.184261;0.746180;4.107636;31943431.280413;56817.65798;11810.473627;0.329799;3.515371;146411.991483;38426.022281;1353.881757
33072816.916398;59857.38786;48526.569564;0.542454;5.867208;67736291.069872;175445.85;56297.230497;0.051950;0.324514;363836.684428;107436.885938;1251.068199
69350342.133992;181753.9644;83016.326373;0.066482;2.090721;77064335.156254;212907.5854;189008.749067;0.532979;2.603269;542848.653436;77265.296631;675.256330
59465570.931852;144314.3009;17525.216947;0.776642;5.771342;34380192.708437;63441.49966;46858.363344;0.530876;2.838165;341106.529412;190866.483939;2249.290753
60418113.626502;147795.6742;32832.289111;0.094216;0.243126;37372244.579761;71900.97078;43761.432814;0.300590;3.296236;35829.254347;124228.453337;758.062311
64918756.349482;164613.8103;87406.134178;0.233873;5.628901;13031950.476794;14805.56932;4152.356622;0.562952;4.053377;438918.694966;39862.400898;2644.687282
38501519.596625;75184.40839;49004.814398;0.749128;0.881518;49265360.194117;108823.6966;12897.790007;0.797123;1.160007;203044.819447;133667.404533;561.033040
29899917.203458;51453.62287;23731.510616;0.672624;2.292913;69537582.072428;182490.5411;124035.596463;0.179620;5.516606;293090.868961;172626.514148;1877.519589
38204166.272808;74315.10065;13629.464384;0.500158;1.135030;40712286.239311;81752.15649;43208.111987;0.099504;1.967601;32205.394980;90059.255914;855.466343
68197140.095840;177239.3809;69119.784918;0.437748;4.644056;50442837.952433;112748.364;47556.607309;0.626368;3.802646;277540.757776;175005.182658;882.788343
72075991.793549;192573.6763;190066.640829;0.371755;4.325914;76359814.078016;209994.671;23503.600817;0.797637;3.312927;139996.447361;255896.611106;1253.057139
14711799.293460;17758.63854;10462.127890;0.657722;3.803273;29930245.236650;51531.92825;17091.691107;0.163932;1.325093;121802.739500;47066.728734;2513.737319
36886833.750496;70504.6966;69500.514003;0.526201;6.211326;46043626.303783;98325.29571;29400.431427;0.298219;0.648350;223466.581152;97017.065603;770.601177
27648101.738767;45751.88152;17601.651672;0.076757;2.540214;19183513.677362;26442.54272;15882.212356;0.441647;2.748168;131411.762827;23195.849670;980.539484
13519485.474314;15644.12314;13988.785595;0.759040;2.463891;68081560.450805;176788.9973;79673.896721;0.638187;1.003069;362646.803272;59072.159190;3185.654435
50630313.957807;113377.5091;291.788774;0.588798;5.703287;65515311.415463;166888.0327;67474.487039;0.357831;4.306268;495606.884857;128160.282038;1027.300467
16116302.387087;20361.46826;15514.733540;0.547578;3.816508;26585335.584713;43139.40995;41926.228192;0.127524;1.819052;124174.078003;42216.067654;1745.477850
27376857.754759;45080.25663;12649.447343;0.440409;5.522814;43315479.177420;89717.19051;50430.074039;0.459296;3.146941;214464.662691;54159.600916;1555.888103
36261905.627806;68720.59569;29204.337166;0.062009;2.878815;28505854.924018;47897.4162;18009.614015;0.237846;3.247766;131693.588070;25507.404436;464.894780
25861765.027190;41390.26651;2414.395939;0.749889;3.486058;50439962.502377;112738.7235;41667.855570;0.516786;4.011600;172610.426655;76448.606621;1418.803989
19495156.278064;27089.50454;13416.710079;0.524287;1.745955;15053436.881466;18380.80296;16877.813632;0.677035;2.217997;41154.689849;28278.684773;1225.025971
23973778.599149;36941.60122;33289.316092;0.042645;1.667962;56349599.264126;133121.2014;102999.452649;0.049648;6.054754;28018.423605;51770.093103;1361.553724
76990537.486560;212601.8346;31169.289312;0.067098;0.861718;60636204.053344;148596.6399;20916.313469;0.294519;1.203360;360778.870795;207410.751100;371.998191
72411949.395837;193921.6686;174087.905952;0.120348;5.615056;15468246.038977;19145.75899;3683.494867;0.790680;0.478114;66765.130444;69893.180027;3170.843787
52660279.635144;120264.0215;51046.964204;0.195299;5.430389;42980185.989242;88677.49495;44677.689942;0.189238;2.452674;51021.100011;132348.506620;656.578159
15026206.919427;18330.95233;10982.910347;0.020275;2.671291;74666969.590124;203050.3623;164165.877677;0.505418;4.620549;381462.756157;96837.735540;2199.986582
13488770.321006;15590.8402;13271.561443;0.627365;0.181962;60413206.760378;147777.6697;117343.169978;0.372153;2.818891;236235.407099;33318.412351;3128.472659
60585559.148317;148410.5112;28422.382203;0.332911;6.066221;15355670.395799;18937.12966;4723.407130;0.130810;2.785658;75431.214858;72986.911596;2237.162310
34118604.338247;62718.81825;45833.080082;0.461972;2.106790;38103219.787152;74020.75223;16139.981863;0.221558;0.966398;46928.966484;31869.731245;817.613580
66588533.944437;171005.5322;141558.572856;0.541483;1.833215;39407211.878649;77852.85507;15609.299291;0.197741;0.098822;362739.007660;150858.073175;969.309377
34724458.130120;64396.78659;20903.822380;0.324677;0.262663;76606063.416554;211011.2931;126542.060883;0.018549;0.676688;137532.424625;78944.813270;1117.191302
13192120.825895;15079.36005;13965.417525;0.306557;5.225028;32480317.656137;58256.0967;26665.742510;0.549021;3.953719;144847.434306;44136.008646;1627.269123
34042531.352484;62509.17249;31570.511981;0.674192;2.729746;73584678.317339;198651.603;179243.350369;0.015544;5.215029;145178.085865;62577.986357;1473.661076
45737537.916668;97346.45804;26615.062108;0.471803;2.068743;32968908.179781;59575.51811;17599.029791;0.129603;2.286759;44248.390017;94251.713388;662.991879
55118156.075336;128781.3581;94918.407523;0.716980;4.882443;45757886.440548;97411.42908;45528.507871;0.667202;3.275695;136586.288925;163177.034735;1820.572867
77228213.893553;213587.0742;66642.305987;0.562504;0.818938;60403367.728616;147741.57;19024.291047;0.384571;5.624480;129446.711627;260048.368743;1027.792428
40177099.712757;80145.44688;14972.214431;0.755507;3.674998;65743195.560622;167759.5279;113571.643016;0.220132;4.720450;111839.685275;150697.024748;1454.460879
43527955.374298;90378.13641;81652.265579;0.126004;1.285567;38867945.719095;76260.27408;34109.806278;0.369616;5.632342;131459.107506;176525.926083;824.955668
60545111.425942;148261.9148;90805.375358;0.769853;1.617982;52649378.562765;120226.6801;89637.134845;0.473792;1.226506;240347.885696;60330.499262;765.489707
32763042.106559;59018.38355;25471.813306;0.322829;4.061778;75991477.889107;208477.0805;73057.497847;0.100477;4.415773;321331.420564;72618.646585;1143.401895
